"EBI20_S_14.07.2019" "EBI20_S_30.07.2019" "EBI20_S_13.08.2019" "EBI20_S_13.09.2019" "EBI20_S_11.10.2019" "EBI20_S_28.10.2019" "EBI20_S_14.11.2019" "EBI20_S_09.12.2019" "EBI20_S_14.01.2020" "EBI20_S_07.02.2020" "EBI20_S_04.03.2020" "EBI20_S_14.04.2020" "EBI20_S_29.04.2020" "EBI20_S_13.05.2020" "EBI20_S_26.05.2020" "EBI20_S_23.06.2020" "EBI20_S_09.07.2020" "EBI20_S_23.07.2020" "EBI20_S_05.08.2020" "EBI20_S_19.08.2020"
"K00590" 0.196174088565469 0.197616651405444 0.201257174106742 0.194120320490513 0.198065433468125 0.204168337070121 0.206056582545372 0.203540638473507 0.205750537199828 0.204728804562572 0.212510743388341 0.218049049122317 0.21304928623503 0.204722256554164 0.207913427286065 0.218696018561816 0.201976590835735 0.157211815595194 0.209118295595175 0.170351319722156
"K00591" 0.0393821593584267 0.0307603623714686 0.0324549616367602 0.0352786552161111 0.0331107528820975 0.0305702316406619 0.0320823782622621 0.0334587488799694 0.0332882568448103 0.0348691541696233 0.0381013463370443 0.0359378079577364 0.0373018692761212 0.0333641410096583 0.0338384182319299 0.0369494938724209 0.032691650981707 0.0295661864303132 0.036716362446643 0.0278103925820341
"K00594" 0.0361367496343395 0.0357755290336665 0.0379594493474079 0.0347262667396693 0.0363541186251827 0.0358033468498358 0.0454124984146064 0.0416531964308883 0.0422662590883315 0.0400243603716485 0.0466940075173074 0.0450593695081065 0.043680975207236 0.0396435388831857 0.0403277716491276 0.0484394477386995 0.0399035818577312 0.0271216175268853 0.0410098194049559 0.0314725358371717
"K00595" 0.128404850452298 0.118122388683378 0.122887816806888 0.122817011981412 0.119317574674358 0.110091657660076 0.107708972824273 0.102843758295538 0.090753756877298 0.104178323302177 0.101650182597664 0.109705667048557 0.108582382072832 0.114021313595656 0.11173364535962 0.102413860091664 0.118160126343398 0.102014262353488 0.10878539712433 0.115786070585174
"K00596" 0.0112710859825724 0.0162157945334224 0.0151703684639618 0.0141142094741971 0.0139425817923434 0.0133830145056572 0.0153679329856949 0.0173680806867176 0.0164257776409078 0.0168939018979557 0.0174350949104954 0.0180295982009349 0.0139967207970261 0.0145866379613093 0.012753923231512 0.0146789305036039 0.0147296601247976 0.013183896161133 0.0150131996599919 0.0133066325156426
"K00598" 0.201778527253521 0.221020465879661 0.234782008402142 0.206854598499062 0.238864214897195 0.227253277773476 0.241577682612845 0.235051248269233 0.247559031751657 0.249549154351931 0.246765962720725 0.252582204444323 0.235288913898976 0.234404498967342 0.234382697980896 0.248634571521368 0.235026029964521 0.261444581084063 0.253464904408416 0.240246773172784
"K00600" 1.01495482051903 1.06173667820682 1.05008592184036 1.06210659007989 1.05743487882275 1.04561776427863 1.05083699009498 1.04705010664256 1.05619746390668 1.04108721616417 1.05449964243344 1.04651119704833 1.04914019096529 1.05805886732856 1.04425659601521 1.05686052124419 1.05617222833878 0.8847962526093 1.05776017477676 0.963288029770331
"K00602" 1.00546776058695 0.96966333071895 0.97816967477429 0.979412147487454 0.9764185791152 0.980723201365469 0.962065460053914 0.979784330045333 0.966096136576738 0.97676788906218 0.978789711414951 0.972737609531841 0.967355091828614 0.977720716663943 0.972619662236036 0.971455248417573 0.97768498487699 0.812714747370479 0.972385188947005 0.866194322095593
"K00603" 0.0416156491883638 0.039811046689307 0.044130833159516 0.0423379614754871 0.0378400915828848 0.0473870986328381 0.04925813398975 0.0472760791619947 0.048574567943913 0.0441080919951658 0.0472426731605257 0.0434417543260172 0.0392024085166303 0.0429338305937288 0.0400640593264534 0.0449282324333321 0.0399896202943153 0.0348387049557811 0.0430332715826464 0.0360138304049355
"K00604" 0.800019407749521 0.813344264145003 0.844350464029148 0.811593306968112 0.82860117087224 0.814804568602657 0.822552543956992 0.819696307705081 0.827133822967218 0.832281710508032 0.830245502604051 0.830930652603213 0.83301173572161 0.811184628590126 0.808457661951384 0.848231633124971 0.831830643678046 0.682958870229235 0.840337134608952 0.728019818379203
"K00605" 1.26746437880725 1.27797219792881 1.31001415018416 1.26184045670061 1.30222372169111 1.26432939871688 1.31135812415819 1.31497346436496 1.32706410151816 1.3643283351728 1.33288297614468 1.35359510385408 1.30513455631914 1.27123924111049 1.27171104919788 1.34430531455894 1.28552386861155 1.09812865591511 1.32513348518174 1.16696381600782
"K00606" 0.62094037523592 0.639572677935002 0.627319084633415 0.638028270716061 0.623819029060229 0.617830851227671 0.641186406161926 0.64301509999838 0.615692193939461 0.628267906676378 0.632885484648415 0.647238826445697 0.649083846816342 0.628858629940386 0.620139068665275 0.658332194212285 0.641560719023623 0.537601712642698 0.625633886881618 0.560477161903727
"K00609" 0.734620580147755 0.754496153118233 0.751054379670654 0.748672318122489 0.759540850768961 0.758753003598224 0.748146657741979 0.743226454569334 0.746617481952692 0.757146026331323 0.744384338200867 0.740616945053411 0.740991733974328 0.742380812199074 0.73722871218616 0.742029482209725 0.744942457299982 0.643409243829367 0.729107197687291 0.682206250208385
"K00610" 0.0231944096291431 0.0197191203413685 0.0189918873235864 0.018193130900113 0.0181485763459103 0.0166668600626646 0.0194885858666688 0.0224947487683637 0.0185470185257854 0.0210409899039192 0.0184215759468461 0.0190712527231648 0.0191143150387658 0.0177943961645626 0.0208643965530376 0.0206728586049802 0.0173551876070441 0.0149435914798361 0.0205272135490248 0.0186166073313394
"K00611" 0.547507590432483 0.572170538123739 0.580275677279764 0.557712242082674 0.580630134827958 0.586606729029588 0.576375490956123 0.55751100238951 0.566658112146098 0.562146674521823 0.572535881645584 0.575913630092451 0.557511365866805 0.568006851531719 0.571631536830538 0.559783822044326 0.564625081095594 0.491658914275678 0.566717353366552 0.524251364708302
"K00612" 0.730957240154097 0.73882171784285 0.77589097856911 0.741499994348309 0.819528330630406 0.790956879514213 0.79780088335588 0.811198757009515 0.809202337706648 0.853974388463512 0.823674132710032 0.832095525813141 0.820742783695994 0.783122554813804 0.777403332259065 0.828899082035293 0.813886713274396 0.623175370743097 0.835428158643335 0.683800634014935
"K00613" 0.0757797877864803 0.0825209458053997 0.0693973589906895 0.0851669522546459 0.0769126557389801 0.0910273307105485 0.0758709685589628 0.0819536459059562 0.0712561791950285 0.0696538071424868 0.0658994212044848 0.076104493485153 0.074661544604513 0.083993065295509 0.0866547696565662 0.0707656287835648 0.0808569842686854 0.0739490079590388 0.0701863808821034 0.0826345725183215
"K00615" 1.94192281348326 1.94180746812728 1.96424857497874 1.9548844793341 1.95197567704021 1.9801352481447 1.95557499721275 1.92736291327962 1.92543968637549 1.94817096981842 1.9304563096407 1.93457272099763 1.88924056204614 1.93585073205451 1.95506620431697 1.93330590714359 2.00527981015795 1.67484927376467 1.9724236794254 1.81813975760344
"K00616" 0.507480198797593 0.492252666305553 0.498431016773281 0.512277729834871 0.501952742235943 0.504410850127433 0.508515875138639 0.510841597664299 0.509954126045574 0.519329484695391 0.521706186601058 0.516185021555231 0.515501478452172 0.511353165149438 0.509272546751478 0.506526385281511 0.507940863739777 0.42344343513549 0.511098756157211 0.442931871474395
"K00619" 0.137804201555002 0.126839182848575 0.137182427684699 0.1308442568124 0.134875865573944 0.136724988378263 0.131531673024101 0.145381624197594 0.141140088476216 0.137342043937375 0.146481620668583 0.13559118851787 0.140195674244174 0.134132403152442 0.132836790070056 0.135270884076173 0.135147590190535 0.104850317384539 0.134069774837404 0.114070025412424
"K00620" 0.506948708622471 0.472143059871637 0.476432546136495 0.476690807300275 0.466660027032868 0.472029948231027 0.480584888615229 0.468673595883777 0.480556039343079 0.471610076377234 0.465814561114094 0.478228656701621 0.46744499126612 0.476107428495436 0.463928497543556 0.477789097911709 0.471245361468018 0.417601321477887 0.474668735532341 0.440083740331324
"K00621" 0.0203905862164034 0.0164388930232609 0.0163146321878593 0.015349311252611 0.0151029465670509 0.017952626518439 0.0161759954365045 0.0160428294018043 0.0150943364972969 0.013997053498823 0.0151938265654408 0.0144842717702877 0.0157006515145903 0.0175441866658769 0.0159932255475208 0.0172115502461781 0.0154862075200624 0.0121339953693528 0.0139863897374274 0.0138544032297769
"K00625" 0.26358413941748 0.24956860606343 0.257853246967396 0.24281495955365 0.259306997013153 0.244325838110507 0.233981618541739 0.232575527365981 0.237981732517848 0.241636158726927 0.235361595540277 0.260950906111444 0.250016805468723 0.255715928236672 0.251371252941078 0.252407376779485 0.25921334592849 0.208944109844349 0.260119036356026 0.228367925487374
"K00626" 6.12973059555763 3.71335574735854 3.69022004763421 3.82049538221356 3.53518681687206 3.76661512893142 3.59910049598554 3.63247219342672 3.67992359980212 3.73292478198972 3.65050937025178 3.79198172048991 3.69106105098576 3.78388183192223 3.98111731375491 3.7830140114545 4.00464684021024 4.0046858990566 3.92249174533725 3.7444397846666
"K00627" 1.48296189288675 1.53093920120426 1.5651080224403 1.48895586110787 1.5396140956172 1.49698846103214 1.53452558898286 1.5134851689705 1.52418652314951 1.55722341588903 1.52097623273395 1.56381662403886 1.53289043581482 1.54408465147193 1.51836405647157 1.54980927790827 1.54091065757226 1.27941736244942 1.5718338072321 1.34776210230996
"K00631" 0.74248529751534 0.742949559640394 0.710265918556907 0.736510916564681 0.748142211389245 0.719582462289321 0.694607282144187 0.688889031699985 0.68011761381225 0.691502585245323 0.678497473100679 0.690017168173544 0.710374675428101 0.721818821481393 0.697180581145898 0.697332343745872 0.720336809589896 0.599321756763987 0.709152899028198 0.646257816069219
"K00632" 0.989774432210932 1.00131499266742 1.01525727217265 0.928379191897098 1.00287857777865 0.975679284322054 0.990779483522662 0.98651546905766 1.00842184032723 1.00910035965786 0.986968793074168 1.01324880376568 0.980809565345796 0.987815733752802 0.990800364211812 0.99109075931562 1.01054718080638 0.808779629277981 1.0262338093134 0.89003954137164
"K00633" 0.0361686017090581 0.0352602010962718 0.0349804752652709 0.0369241242738557 0.0374111643506119 0.0330658841816784 0.037165553849155 0.041729521264201 0.0377068908303572 0.0383543057139745 0.0388966154141804 0.0385820809533662 0.0397167272498085 0.0350949576910987 0.0371545034227053 0.0397976392283644 0.0384097078309819 0.0296496109816449 0.037548980045849 0.0318106671240908
"K00634" 0.101148022947159 0.104380103332364 0.0864941880711406 0.10739373670098 0.0874972004393815 0.100150747657425 0.0848659618640893 0.0839365891670026 0.0756991311978849 0.0774444015509188 0.0784177114917442 0.0848730657634994 0.0859561735261985 0.0897537282688833 0.0973335214809004 0.0811521912667567 0.0874056445382957 0.0904093350711626 0.0882179550788719 0.0979731450107336
"K00635" 1.00792861751354 1.00942909692859 1.01162832183962 0.950652716608244 1.02290699512796 1.02270923780537 0.989909850099313 0.985382380996582 0.993516051083198 1.01799622555633 0.986416073733416 1.05219563736487 1.03309640634548 1.03840508696839 1.04234517949186 1.02394844350026 1.03361762784482 0.869813623289087 1.05189097984145 0.911032006607204
"K00638" 0.0222117054390276 0.0178632671909171 0.0167989109120315 0.0189814801172632 0.0186902102385493 0.0152579957716346 0.0167858211064131 0.0163958537897286 0.0143458401707291 0.0144144922914651 0.0142019489159728 0.0168472717042561 0.0173382055119296 0.0213591160676175 0.0200736737471898 0.016351317305661 0.0207079901937504 0.0173659403413328 0.0186406119521177 0.0203124781051363
"K00639" 0.760770435527185 0.721634115741385 0.716811173366095 0.719643132195813 0.728208702687576 0.70193624646118 0.716642163518341 0.705315327176319 0.713368580143821 0.711905123891303 0.719285926117273 0.725204153155004 0.740528373604033 0.734646135259095 0.741067831577977 0.722450754096614 0.732783678289089 0.624487471614408 0.742818144857474 0.651481970257748
"K00640" 0.605730666238875 0.5875782646472 0.581400987351587 0.595772756513175 0.596155862591652 0.587607152026917 0.580389749396689 0.574665075054344 0.585466203653774 0.572827218770647 0.584006210671267 0.585849964792185 0.578139210612171 0.591860373410705 0.580157932728885 0.57169841705677 0.605238190050601 0.508416541629295 0.598113973881324 0.536381047559561
"K00641" 0.73745207962398 0.754285493877135 0.746032928274666 0.75161678923872 0.743308359592358 0.735643234240435 0.736458377279269 0.743907499722827 0.756128786845039 0.764559248994881 0.756825129053085 0.747209704688963 0.75148770043487 0.750960678108894 0.740886802023973 0.769577868954887 0.748928895794846 0.621880015190565 0.747666609185067 0.684668286077466
"K00643" 0.152185363619004 0.138557087197307 0.134067947748226 0.135206827776821 0.137893716161083 0.130403575439446 0.13803363886016 0.138004809003755 0.133247853587688 0.133377971124893 0.12883304454365 0.14159112933875 0.13710191539875 0.141871213945303 0.137681334913632 0.128727055114112 0.143292204213286 0.134910159211104 0.133219414973771 0.133981318931032
"K00645" 0.74103325492066 0.73001979423126 0.73736588708716 0.719784234135482 0.739577055229886 0.715416326997985 0.712941226412983 0.723496865435639 0.737756935426567 0.70300502582798 0.725640867347594 0.739946813526953 0.712344302484237 0.732508424306305 0.727217219820479 0.738145958192222 0.754270737984568 0.621900903028123 0.743701082278662 0.661200770392324
"K00647" 0.475851621996826 0.464351053886663 0.451280288396267 0.453861071178066 0.463603054572157 0.454243368719093 0.422976387491066 0.407852709813064 0.404227836601893 0.423301010526461 0.40074512860537 0.421354102784904 0.427320798216674 0.450374851576549 0.443368438775261 0.416135416137658 0.457321803427276 0.394283567283468 0.433727951263546 0.412100436835141
"K00648" 1.27589805342072 1.24735048126498 1.27668570416891 1.31426706837355 1.25047053179175 1.24063044482931 1.25097750296041 1.21986707441827 1.26177899888761 1.26206195771585 1.245736301564 1.27180447269694 1.24378934138822 1.25076368199092 1.32381753685471 1.2417571583825 1.2733399671364 10.8053378849954 1.2838910274851 6.62436586435942
"K00651" 0.206915508390665 0.217658627313895 0.202086112084401 0.213943453368235 0.214692998516798 0.203366361602114 0.195392541842981 0.188275988932208 0.189893297859572 0.187668085369916 0.182192829519808 0.187437883173226 0.192255218601446 0.206318935938224 0.195118714035585 0.193449934698024 0.20466492999617 0.186685894964218 0.198523710344934 0.198344838614023
"K00652" 0.432568871066321 0.454401612078592 0.451033137788213 0.453750914493606 0.458884894609591 0.460038227543369 0.452328402707936 0.465273847899578 0.443512334049971 0.446993305967948 0.457286826312894 0.460404314409917 0.462906750600397 0.46810640855039 0.459564291060491 0.469515185777344 0.470359068177886 0.391239865547577 0.454439653953634 0.414464892100695
"K00655" 1.7899184331614 1.72098801776574 1.75694410045632 1.72502877384248 1.78249271439285 1.73427695458126 1.74736732994441 1.73273913233283 1.75576823232923 1.74487421211135 1.75706751819577 1.79108163510098 1.77987898301896 1.79265998575072 1.75388495617916 1.76970053711696 1.77410605014686 1.45071763554151 1.78672345104302 1.55449207977024
"K00656" 0.624851937466474 0.674201860876895 0.622841475468359 0.699920926874245 0.612913217669266 0.675786281269228 0.58671779877273 0.565003776304214 0.567955336535801 0.543996061875382 0.536199195320237 0.555226350589008 0.537357067751151 0.606929943495888 0.631877962311036 0.544676697499548 0.601728930230558 0.556592665295931 0.586657143241598 0.603285949896235
"K00657" 0.268013002976989 0.245652624856693 0.232133143675603 0.245564117458522 0.235049686171709 0.249342304105121 0.250432423883732 0.256353709720351 0.251912479765578 0.243864809137481 0.266426595825984 0.261920558542504 0.270427693940114 0.257563347544951 0.261305348516008 0.263512580217871 0.251419044613223 0.208317174186347 0.25486343345139 0.223865074156244
"K00658" 0.881297319239652 0.849901405661653 0.8552009600037 0.855482731991328 0.849644124752171 0.845728336807261 0.86234722018548 0.86920051961461 0.85192470516566 0.866514009336864 0.856644919443768 0.861717600219539 0.879155215713868 0.874754152807576 0.867753042273847 0.86256991570525 0.861288807543689 0.870013454966817 0.876188955293658 0.861839303742826
"K00661" 0.235474293114748 0.215146263686145 0.212014479520825 0.22524663738459 0.209731820204728 0.206854622092084 0.201758348917888 0.204333580997238 0.199280794017934 0.198817020668718 0.206066782937019 0.214827761656874 0.218779657060334 0.215294259005147 0.219095177177324 0.213651795729311 0.219805076424238 0.179236439873777 0.218262616070138 0.196406436488731
"K00662" 0.0622891625340815 0.063643093333224 0.0651209816911542 0.0677554506922413 0.0677750771621115 0.0669847375320343 0.071229204624799 0.0683238491277155 0.0759303034873048 0.0728857819669964 0.079274333424378 0.0714709964142672 0.069617141602793 0.0654402932425626 0.0666436765597834 0.0748562138230552 0.068538499228389 0.0482387258468094 0.0710617477883477 0.058259577882203
"K00663" 0.112023329259512 0.103415207154932 0.113105505762132 0.101026590346316 0.106931918184119 0.0977460483055625 0.113663905783351 0.110019933141998 0.11175505484496 0.109789732326931 0.11869299588679 0.114868545686092 0.112304942527123 0.111608666753495 0.107700639148125 0.118538222050908 0.112472394717906 0.084698033412661 0.111540433319896 0.0876631454103806
"K00665" 0.0148867133049375 0.0172048648232729 0.0183529129546788 0.0186723154480974 0.0183081271311229 0.0186716328431165 0.018685338955279 0.0186681769205281 0.0150391231923964 0.0153861840161163 0.0142001464475774 0.0159927202593836 0.0181425279379095 0.018478649700973 0.0154097440575932 0.0170666439650872 0.0174424041101478 0.015949238596696 0.0159498240947689 0.0156305019987928
"K00666" 2.58943852004441 2.71137756178109 2.72388429133304 2.60414333349017 2.72500501265285 2.76394780842133 2.82507071341528 2.81814159148444 2.87380144345011 2.93538646972209 2.89141383523438 2.94327304411686 2.76397526725616 2.75552059093345 2.74491142247868 2.89679085014075 2.80015027145532 2.24993314776769 2.80979664140019 2.41814853020607
"K00670" 0.0399522384253391 0.0371656675434147 0.0397815518781472 0.033637222866486 0.0389503946080615 0.0364743395747376 0.0389721135406355 0.0421624516367524 0.0426154111550715 0.0398807631025207 0.0447742280125642 0.041867216153462 0.0432606626362197 0.041344378007961 0.0412807252634811 0.044726753967515 0.0394400385288132 0.0291884816665786 0.0419949299457869 0.0298404817259435
"K00672" 0.0364691007718067 0.0337065512408887 0.0323883275733467 0.0370948870352853 0.0342115675655086 0.0401790789775491 0.037872315956703 0.0428313722741242 0.0389399367631612 0.0391945440030476 0.0445332776996517 0.0464110714914349 0.0500454038193587 0.040832413756253 0.0401440478016526 0.0455185779946204 0.0396427513312202 0.0264304784516759 0.0395343919920173 0.0271755284731851
"K00673" 0.101137844178919 0.103203590464356 0.102128715802593 0.102357234204967 0.104981378945898 0.0942632675273659 0.104404966838143 0.10613587874423 0.0967654736790583 0.106566153098969 0.107453779493471 0.102902527869514 0.112096625220066 0.105588959743894 0.101106771782751 0.105291497783805 0.102324068649417 0.082004233470551 0.0968108268905905 0.0920315358030024
"K00674" 0.456853550442761 0.437091656441628 0.440636572113886 0.434103066400544 0.447530530202926 0.43249608640086 0.433652932604394 0.440384680025479 0.428088234807922 0.438298557465744 0.426811754375215 0.442032735232805 0.447920450985154 0.445746348425074 0.43988373111122 0.44314303523813 0.448933765870682 0.379824295131265 0.439123162893683 0.410546147334138
"K00675" 0.0758401430828087 0.0817550505911463 0.078609980790285 0.0861772731311323 0.0796265333706749 0.0810110402379565 0.0873638201430869 0.09002157809329 0.0965788138424727 0.0920526838652021 0.0977332624535094 0.0938025638885878 0.0907497316733602 0.0860421845069756 0.0875520271582133 0.0969153942720585 0.0873713583058271 0.0686697515545834 0.0880554700959936 0.0733880174288775
"K00677" 0.451867185193419 0.448501460032483 0.446172447213167 0.474981706677971 0.466114908006895 0.470016698334699 0.458798329089659 0.464056440247777 0.455252619058718 0.467316368509622 0.470919928609365 0.468987423483682 0.478437893522667 0.467243613569271 0.451953789000034 0.460914378791675 0.469818091400447 0.392868911008889 0.478729638992469 0.419982502902795
"K00681" 2.19840427535082 2.23978633632949 2.3366606086866 2.15990456839992 2.29868096220222 2.2067742017198 2.2601109350838 2.32527417735585 2.36389279196862 2.38398922949981 2.34154922706324 2.34880106743182 2.26519278428822 2.23799248122652 2.22533604271287 2.36869978169667 2.31284835097376 1.86088307340562 2.36029883104486 1.99759921026352
"K00682" 0.0336996877876442 0.0342422511272851 0.0324394366436451 0.0341171263012615 0.0357476664458349 0.0307464494317085 0.0314805493177388 0.0341370357851318 0.0342736584601167 0.031883735463298 0.0357962633747932 0.0311230279180777 0.0326437541761692 0.0332439047789681 0.0336658761676168 0.0329510927015947 0.0314991283441173 0.0284620478168696 0.0320451344827071 0.0335011289072548
"K00683" 0.138127659428266 0.127457101702793 0.134361270491701 0.130611772571244 0.136881402802176 0.129247129065635 0.141565049173845 0.143141777969111 0.150814683229465 0.145951985756336 0.144043635019792 0.154152600060755 0.151127697489916 0.14354909685901 0.145534267792477 0.150307665232381 0.147456413020095 0.110609914664928 0.155145949010695 0.120056658270251
"K00684" 0.414339307027316 0.382561182343354 0.382787896410043 0.383260215237765 0.383358218254219 0.369939093412301 0.379021141590736 0.380474065561593 0.383852367183418 0.384167028680655 0.385638380422784 0.384235589778629 0.392801231073163 0.39680473125612 0.381771675010613 0.38596459673379 0.401264794112343 0.338502003581491 0.397726123668225 0.358283439844201
"K00688" 1.42457896155767 1.45395916600065 1.41367451995454 1.45066445904101 1.42970975665638 1.44213521724266 1.40585786468245 1.37703984216018 1.38960589215518 1.36925888982137 1.374252300914 1.38309875564667 1.38557377759605 1.42780878412498 1.40539895382074 1.39291355874316 1.40842556712739 1.21558300412917 1.39546923793382 1.30470479289552
"K00690" 0.429171664868173 0.433735289297988 0.381096634195831 0.446775289912292 0.401042391275548 0.402682009364665 0.354911615612982 0.352785146692287 0.323119639817438 0.320794148169054 0.307366260851962 0.338436193427359 0.361356428383226 0.402842257317256 0.390069179643046 0.346587854506916 0.384491103698246 0.38261685500005 0.388318690192847 0.407566597242166
"K00691" 0.123250805181823 0.0999942878106419 0.0838794515501929 0.103940718430626 0.0843095140594817 0.0852563523836953 0.0834494057263234 0.0856821165324778 0.0766545718348561 0.0783109513042474 0.0755381150477479 0.0857472834574184 0.094665230805603 0.100542474456534 0.100449369555742 0.08863343391491 0.0973605920686195 0.0998001061135742 0.0955724331583824 0.100419413723425
"K00693" 0.0210836092875726 0.018531591332019 0.0189877205296804 0.0190453444099858 0.0190654007534126 0.0187921998938493 0.018833421645674 0.019077547423329 0.0181744597010456 0.020078802588419 0.0215547452976413 0.0195055877316431 0.0192594945006483 0.0197749011216848 0.0212658326301296 0.019631535852232 0.0203121680888718 0.0168613109928154 0.0213794631816219 0.0177351353533499
"K00694" 0.164293784046148 0.175562790889888 0.172699220103841 0.173328798212968 0.173076508839567 0.157723932588335 0.165183576695828 0.167966750363651 0.165968065606762 0.158876529702912 0.162192344538718 0.161409573753214 0.155401715612742 0.165807929087214 0.161467194567353 0.158059612215665 0.159500175129306 0.154588916398126 0.166372943049587 0.159604786939437
"K00695" 0.0802699493460413 0.092193494474802 0.0859778828298382 0.0958544653649048 0.0883372534306173 0.0983979416489099 0.0867739179435551 0.0784614784990137 0.0774177546119818 0.0731700344257804 0.0687383433581346 0.0739324175923988 0.0752263326601457 0.0792755391516862 0.0807053141671711 0.0741289008316629 0.0779817883039847 0.0646797201156882 0.0707123415824078 0.0760988253830861
"K00696" 0.293973265745894 0.323610774987608 0.309838646408635 0.338304771396306 0.316423656759262 0.324705901094325 0.284248176873481 0.290998671623522 0.278210779135684 0.271074224863086 0.264238914757707 0.264762733095993 0.283105605063405 0.304226213836729 0.287964092098216 0.277389903667584 0.29366309572623 0.262302000314355 0.28047056817298 0.283441317260874
"K00697" 0.183228789346319 0.199295367817906 0.210694481155453 0.188695341369195 0.203324019714243 0.201727502368586 0.224638815499928 0.223996323696923 0.221975326099896 0.217708964564659 0.223557257133165 0.21760276222227 0.204268262698498 0.210407459493369 0.205854584069452 0.21948973912817 0.203406478574577 0.152964042050915 0.206939153926855 0.162749453996404
"K00699" 0.0243698210215749 0.0280119945561174 0.0282603856331672 0.0285366667924145 0.029682961927628 0.0269273886297819 0.0290366102760398 0.0258217728275589 0.0266814378003181 0.0261694960177248 0.0251077400571149 0.0262282842204621 0.0223032677980087 0.027787712199147 0.0276845240365064 0.025180065007174 0.0284607823930657 0.0222567014293154 0.0259889063907711 0.0253514732032086
"K00700" 1.06355607857592 1.04157803470163 1.01541562920565 1.04204103989886 1.02795651200179 1.02666088371297 1.06384942924226 1.04857072994175 1.02758651723946 1.03324107035507 1.02612210249013 1.03895002744123 1.04715648913303 1.04756123736005 1.04774468639368 1.05047300023069 1.05785188621591 0.911339949675608 1.05207221654758 0.939694677653021
"K00701" 0.0756630323344259 0.0735151255474796 0.0669730440272497 0.0626810474589444 0.0730097685938921 0.0551239588475156 0.0592607247543939 0.0543056485969923 0.0523210578285362 0.05255689045929 0.0492057083357371 0.0531295949461119 0.0606064525487287 0.0675663001294681 0.0622947596915034 0.056519370764837 0.0658628351210679 0.0503673479670581 0.0690472466060203 0.0577086802241879
"K00702" 0.166258973810342 0.164010585962815 0.142746861620043 0.162321336692235 0.143957163198022 0.167347172385618 0.136925956918312 0.135038899586334 0.139224161698229 0.127483867301741 0.124736143633436 0.130467563927466 0.132258282272214 0.150869871721022 0.15619872245966 0.130375098212588 0.137515340130057 0.144827357682314 0.145680007142071 0.15704998697677
"K00703" 0.86443686123925 0.831285084533228 0.847358531155533 0.850470715526378 0.84928490118852 0.816822661915087 0.815274403808836 0.812193346022031 0.808143233888972 0.816455352504841 0.80120380985724 0.827597564521904 0.836081218759905 0.852329180784805 0.830863721474034 0.823411597375255 0.845796647284183 0.893055403336259 0.850752912285866 0.855669215732839
"K00705" 0.701008002382103 0.739169191538781 0.747825005505796 0.719404205664516 0.752021094297975 0.716452651413297 0.735770520455473 0.757025678038472 0.732769160211068 0.744807158032965 0.751272094852299 0.734554118342553 0.721349422855575 0.733856852461976 0.726366057365227 0.744689982366563 0.746380725696856 0.617180206482762 0.761412486207342 0.659566503210888
"K00712" 0.0525366703865773 0.0478878100959786 0.0483041906866636 0.04644028663219 0.0508872138800034 0.0508407488676689 0.0563404057143155 0.0539867909275982 0.0581534259336654 0.0570279164737438 0.0555145980119979 0.0575556973967648 0.0561085638496645 0.0505811221602062 0.0517148625906925 0.0546737146968592 0.0517324520415398 0.0440292746717434 0.0550889082244965 0.0469892664800036
"K00720" 0.0200528783715375 0.0211193359880812 0.02232821501119 0.0206933119960542 0.0212857343372918 0.020209543877491 0.0217762375635172 0.0243341095971286 0.0224498572012375 0.0222301299678589 0.0224101147083262 0.022407385491949 0.021400415835091 0.0221317759434615 0.0229528547160395 0.0212890497174898 0.0218375284031707 0.0169196948965984 0.0233552312592917 0.0179216951386182
"K00721" 1.48824960380872 1.43626370480359 1.49813677219043 1.4650746107064 1.53940243168772 1.51012701030976 1.5951252389198 1.56197243401439 1.58469343955353 1.62704964488637 1.62140070346619 1.65995621779593 1.60147201086985 1.56217425354202 1.56922724169138 1.58988198797703 1.57175475594768 1.26673089550453 1.61760354775324 1.31441076820545
"K00728" 0.0523562664538394 0.0563303776581698 0.0640116919504206 0.0560238962213483 0.0548570269137647 0.0617429847250743 0.0693181088480364 0.0675917559379636 0.0647607825742027 0.0636201929188892 0.067039175186927 0.0595872212472483 0.056288842069256 0.0592057466945047 0.0610759574624571 0.0594659994090699 0.0580324634843094 0.058183832898494 0.0635735978972023 0.0527929583669369
"K00729" 0.123091338666264 0.119722968323732 0.130313042549315 0.119461523154768 0.124178944811441 0.129008638016113 0.12632316571263 0.120608618880314 0.134625646049383 0.132581588078335 0.135356180934243 0.139487278880457 0.133377975914554 0.127059900247814 0.132192119041683 0.128845482000158 0.130382397691836 0.0974806741982294 0.1315820594603 0.106363425294026
"K00743" 0.0118360437798757 0.0132244154819063 0.0132978226015543 0.0133835367048463 0.0133096341222692 0.0135910747566965 0.0137237180545397 0.015091457009094 0.0159442752344611 0.0143528706188124 0.0175862456135043 0.0147162376296855 0.0144953557450346 0.0137192490983216 0.015168824141745 0.0152436767030154 0.0128538852360583 0 0.0138514017434797 0.0103843843961882
