"EBI20_S_14.07.2019" "EBI20_S_30.07.2019" "EBI20_S_13.08.2019" "EBI20_S_13.09.2019" "EBI20_S_11.10.2019" "EBI20_S_28.10.2019" "EBI20_S_14.11.2019" "EBI20_S_09.12.2019" "EBI20_S_14.01.2020" "EBI20_S_07.02.2020" "EBI20_S_04.03.2020" "EBI20_S_14.04.2020" "EBI20_S_29.04.2020" "EBI20_S_13.05.2020" "EBI20_S_26.05.2020" "EBI20_S_23.06.2020" "EBI20_S_09.07.2020" "EBI20_S_23.07.2020" "EBI20_S_05.08.2020" "EBI20_S_19.08.2020"
"K00073" 0.0945431240615886 0.0847598102195667 0.0872594468332869 0.0906569482236115 0.0835164144161104 0.080442765414163 0.0832856564820069 0.0810142021887856 0.0772796532317552 0.0837368569705237 0.0791582494890871 0.0858876793636032 0.0825705517702323 0.0887526079650423 0.0843488368686965 0.0865303900163057 0.0867122039296914 0.0721813124638523 0.0841828563737015 0.0759250287635809
"K00074" 0.725820297071383 0.724774478391872 0.734934902492345 0.710655114247287 0.731807581951443 0.746368674071401 0.764604508287939 0.75787437958368 0.75691649437106 0.770519846661925 0.775614884156667 0.789550511842331 0.752858730420036 0.731125156999431 0.749191915218048 0.757425269526372 0.738453580098278 0.594374600852887 0.749929642232216 0.652133180940619
"K00075" 0.61055147492727 0.603294610261675 0.624605951503285 0.589244441045085 0.619380376655511 0.589056028716986 0.629481989903705 0.607552080794041 0.600866273388976 0.617537063715405 0.619229781984276 0.622439170731558 0.615082596648325 0.610411958817011 0.609649240951878 0.619989533418145 0.609496828477169 0.495273696665651 0.61629076713774 0.532597114075059
"K00076" 0.161919669869716 0.154249657173686 0.160683816299719 0.153267914945353 0.160173902380786 0.170310867037246 0.153200672185315 0.156765190242653 0.160147162936557 0.168743429652716 0.155747217239102 0.172055176210819 0.165231135279413 0.165393239958641 0.160504032873049 0.169001183758757 0.16830799661877 0.146886169396375 0.157076403294811 0.146229764991135
"K00077" 0.606278443150369 0.644235129074954 0.653400910826273 0.628836501559837 0.640178431618636 0.640224726255576 0.668215234722246 0.675849040374471 0.668672042458199 0.690113631438785 0.688852205329266 0.683255728546335 0.659432480532969 0.624936958848755 0.640690359675017 0.676917012003192 0.654616542426697 0.525812564767475 0.670265744027604 0.583108948702465
"K00078" 0.218622066953228 0.206450090208863 0.20382463032633 0.194729818588522 0.204469383294808 0.190058536408686 0.200533954912143 0.199658475666407 0.196081116101658 0.190427125545756 0.2013213374318 0.203065828841505 0.210742629545907 0.212806205181849 0.211880770210444 0.20740245382916 0.209746795202186 0.173191007576121 0.214768269418319 0.17996449554933
"K00079" 0.0267490606100808 0.025609138415203 0.0225260040617009 0.0223308028507486 0.0247630460079496 0.0273164559183737 0.0233101296856849 0.0241441672878412 0.0238207194551181 0.0255471875600587 0.026549532102395 0.0278581526332353 0.0271972253089485 0.0263919446411806 0.0256269456960231 0.0269631395499349 0.0267502071210534 0.0215183316751179 0.0276657582767786 0.0242328716707334
"K00082" 0.0305061097287329 0.0332544862647124 0.0370789953855333 0.0309115736394472 0.0353507262611944 0.0318694894392902 0.0425052608484505 0.0406307528048221 0.0389513085668937 0.0409365075286466 0.0422139573845984 0.0431962087538674 0.0399930157992916 0.0383689680523163 0.0383180458448648 0.0422016254892593 0.0374821484307305 0.027872914007742 0.0383840162509402 0.0286344294103054
"K00086" 0.0200458369423135 0.0187977617904444 0.0155156391292905 0.020360222730108 0.0163361775448202 0.0192822389537791 0.0161417544551565 0.0148910762722077 0.0149363317734003 0.014924783958335 0.012855448573828 0.0149360647030564 0.0152552286317841 0.0164573028390203 0.0176728876593186 0.0148438511893902 0.0166875644799683 0.0171855737830129 0.0159928584016491 0.0158487893334023
"K00087" 0.720866576153991 0.791754031313036 0.786879912751905 0.752399224262891 0.780048653167257 0.78268027014622 0.764747863299544 0.726246972225328 0.735482814995258 0.753537823054378 0.747355074589477 0.770036312248745 0.709033720593052 0.757874532555694 0.75737091936971 0.754234066645523 0.780217697735286 0.619273859225743 0.759492776343868 0.673624384135445
"K00088" 1.12521971307442 1.13743125515189 1.14242895763922 1.14919181377351 1.13049051101094 1.14836232835807 1.16421087253554 1.14547983101576 1.13411617331413 1.12795329100195 1.14808896087818 1.15521350057311 1.1286571395163 1.14830311266468 1.13894190678712 1.15197189984358 1.14237503705679 0.989314383867502 1.14829859540562 1.01644536370737
"K00090" 0.0774580518911095 0.0692997487353412 0.0675431965254653 0.0636222008405565 0.0667163262970821 0.0613609393613901 0.0600304603803655 0.0577903363293916 0.0579311079227941 0.0556418906638379 0.0540719805833573 0.0577570519845807 0.0614191603516915 0.0609194611346839 0.0601672510509625 0.0605363378515382 0.0628798891972945 0.0546893003258318 0.0590370592968165 0.0616626391723363
"K00091" 0.638229377206436 0.617551897189724 0.622872817064422 0.629903667437102 0.644587601800231 0.643232403350548 0.650233096102386 0.664832205064849 0.661711466639812 0.658508434014742 0.680409912383409 0.673535156370986 0.66408271922981 0.653871669962944 0.662582580351307 0.672292620866493 0.664711626101016 0.549126109363939 0.697443743089338 0.571147837657839
"K00096" 0.0384830601713808 0.0427327316719744 0.0410943518521337 0.0417371208626532 0.0368145680579506 0.0420583162368269 0.0481042529140386 0.0477942651310857 0.0414746414161753 0.0467971609685511 0.0486125714204164 0.0443050587167753 0.0424258814696629 0.0393923388586684 0.0434798316626821 0.0470244480234175 0.039418004821743 0.0320645457050886 0.0381295931945912 0.0361119258928012
"K00097" 0.504225557020653 0.488826390551942 0.495316927308674 0.479159732267656 0.49670252865272 0.473663651104555 0.449908295749971 0.474221425846964 0.458756083377172 0.472764041187201 0.457938056873955 0.457788604475269 0.479652206620512 0.480108999328274 0.472500325168859 0.46579460423335 0.48956884613227 0.427623457867819 0.489083148168103 0.446549478517324
"K00098" 0.0907989035078741 0.0942635379409704 0.098175318231661 0.0864876257068695 0.0953683155113176 0.0893890651752875 0.0941099289544293 0.0889319806921528 0.0955011251870908 0.0976603856179198 0.0908373272606512 0.10204027567445 0.095367529074945 0.0989864500233571 0.0931472767630332 0.100604959975732 0.0983837992081327 0.0732284910582359 0.0936599908961957 0.0807444237690674
"K00099" 0.493923974316772 0.516272582984698 0.514035849862003 0.50951672244184 0.509143677369946 0.520671356421122 0.517343314967867 0.519738650651599 0.520071124702239 0.520237775595125 0.50853034306901 0.517229168470161 0.517101776878762 0.519066854902806 0.518292276454489 0.517895515128702 0.519153652752299 0.432942203476111 0.511085516165265 0.458951647093642
"K00101" 0.533122878570538 0.515135389591882 0.51438296260587 0.491127879104867 0.518349844293732 0.482772300517117 0.494963293747137 0.504172941668094 0.506789131505877 0.519893759444596 0.513390766113327 0.527383416194132 0.520532048711598 0.527827098788586 0.507231301492192 0.530759258001095 0.516712234185786 0.518853358706099 0.527737802523803 0.505173181652577
"K00102" 1.00568999480151 1.06895684061873 1.04164350420602 1.0316915523045 1.05040409031623 0.998813914433678 1.01268408547781 1.01612641382215 0.978323062430016 1.01084042693799 0.972120234569251 0.985454676428602 0.980553030667076 1.02180342998251 0.960745700099651 0.99019995053152 1.02242270824817 0.923055616530035 1.00969727793084 0.961982871149452
