"","...1","EBI20_S_14.07.2019","EBI20_S_30.07.2019","EBI20_S_13.08.2019","EBI20_S_13.09.2019","EBI20_S_11.10.2019","EBI20_S_28.10.2019","EBI20_S_14.11.2019","EBI20_S_09.12.2019","EBI20_S_14.01.2020","EBI20_S_07.02.2020","EBI20_S_04.03.2020","EBI20_S_14.04.2020","EBI20_S_29.04.2020","EBI20_S_13.05.2020","EBI20_S_26.05.2020","EBI20_S_23.06.2020","EBI20_S_09.07.2020","EBI20_S_23.07.2020","EBI20_S_05.08.2020","EBI20_S_19.08.2020"
"14","EBI05_S_Wi19_S33_maxbin.007",0.00186328711987231,0.00246812505606786,0.00274231797054362,0.00224081694550679,0.00209948977135493,0.00239994318952642,0.00235009678224243,0.00223503099656487,0.00217441191895878,0.00208588694583457,0.00219509410900458,0.00180278979498024,0.00177993026212827,0.0019220729115771,0.0023332877241295,0.00225862555008808,0.00211514068827584,0.00306016362050897,0.00221646788439716,0.00309042197665884
"15","EBI05_S_Wi19_S33_maxbin.019",0.00124289945361773,0.00089592126431982,0.00075235752089977,0.00110711918226775,0.00053285714132077,0,0,0,0,0,0,0.00050534176916495,0,0.00064855381724173,0.00089819138737431,0.00072125069804809,0.00077142830092461,0.00154307613637167,0.00067138011155426,0.00137723392468119
"16","EBI05_S_Wi19_S33_maxbin.020",0.00125518765946031,0.00135740848619528,0.00135878067413882,0.00137569658757859,0.00105180823148723,0.00132728411996972,0.00115936865693966,0.00108548710859779,0,0.00095802175204954,0.0010391717999142,0.00090444395041656,0.00094275943869997,0.00104819185272932,0.00132945587604184,0.00116104227587259,0.00115953024766993,0.0017375691281009,0.00113556846495234,0.00173587081861651
"17","EBI05_S_Wi19_S33_maxbin.093",0.00131895377139122,0.00117924473801579,0.00116965216751805,0.00123791717076129,0.00087622225630055,0.00119884254322566,0.0009934952058968,0.00092286688137465,0,0.00079411957367295,0.00087101796701101,0.00077747893750967,0.00082207453432375,0.00091027115500804,0.00118329293391451,0.00101589786054592,0.00101537737545446,0.00171332354315493,0.00101895936734012,0.00166785885236337
"18","EBI05_S_Wi19_S33_maxbin.131",0.00190268602758777,0.00239101816929613,0.00266749734610482,0.00228091432147657,0.00207121478797486,0.00241265085792543,0.00238070784858895,0.00225314616071077,0.00218225569862423,0.00209318092052372,0.00227006348985789,0.00187043107566389,0.00183446448066229,0.00195726190661128,0.002447797181979,0.00231064488656332,0.00211476753421969,0.00350853621836934,0.00224140497266029,0.00345821520522617
"19","EBI05_S_Wi19_S33_metabat2.102",0.00396621692979062,0.00569020533794755,0.00727197426507226,0.00497710967176959,0.00553234754746239,0.0057715652077875,0.0063854678991749,0.00592744204436133,0.00607015344356791,0.00600570583560958,0.00634139262108519,0.0050226590964943,0.00461322300212429,0.00478281350919175,0.00570141301276086,0.00607791051714649,0.00527361045356599,0.0120640372879306,0.00587943809199396,0.0102170880157856
"20","EBI05_S_Wi19_S33_metabat2.108",0.00349143697529968,0.00495891146937788,0.006413822624033,0.00427329687037233,0.00484640884094488,0.00506832536928493,0.00557945809246399,0.00517867540861443,0.00530623445841944,0.00528019611764911,0.00555841988832043,0.0043954374528871,0.00402178660422282,0.00416348809486032,0.00493755537803854,0.00532895377289422,0.00462384854944949,0.00510367850273554,0.00515690757282113,0.00536638251889214
"21","EBI05_S_Wi19_S33_metabat2.22",0.00144651810413313,0.00168282589249249,0.00164861238297158,0.0016454473619592,0.00132507506448188,0.00166151094094184,0.00141294239401545,0.00131099888006578,0.00122813369000999,0.00116138995871468,0.00122325689171195,0.00106317012491033,0.00113289177256201,0.00128899853438461,0.0016103433188373,0.00137794462983886,0.00139467746906838,0.00200076367109404,0.00137237144602526,0.00199264924155301
"22","EBI05_S_Wi19_S33_metabat2.41",0.00122316092562673,0.00132537425461563,0.00131067132163248,0.00135961286426144,0.00100841496533917,0.00131322928519391,0.00111114268717702,0.00105045996179612,0,0.00091778571784503,0.00099425767814057,0.00086696962559602,0.00096571311515347,0.00102515377117738,0.00126328471139102,0.00112317280519113,0.00114943638368999,0.00167631575914767,0.00109430141154646,0.00169180701112184
"23","EBI20_TS_05_S39_maxbin.038",0.030790488851654,0.0104178806963696,0.0130787357891417,0.011944251486652,0.014902409838251,0.00813796381287369,0.00357994743221172,0.00226064230783241,0.0021664620435426,0.00196899987143282,0.00226445567106278,0.00261970787306382,0.00259967787427675,0.0043212575124019,0.00292727798585037,0.002577938537693,0.00490615751803609,0.0029544175472393,0.00274426826463382,0.00305443339501179
"24","EBI20_TS_09_S43_metabat2.7",0.00983314775225746,0.00877830438631861,0.0142021241253709,0.0129167983986125,0.0148168964681576,0.0216200750404866,0.0253787647758938,0.0300435114043608,0.0381859348449431,0.0333044361808334,0.0416408974579002,0.0281691965988678,0.0253573654028768,0.0126985465496004,0.0179345505959792,0.0249919435797442,0.0132823880779323,0.00385885317728698,0.0129775040554564,0.00324063313610296
"25","EBI20_TS_10_S44_maxbin.019",0.00891407166421147,0.00766740518374718,0.0077947936967553,0.00547381238302849,0.00981459910781372,0.00660694351067286,0.0165886202775058,0.0253485368277907,0.0297761341711876,0.0283980187079249,0.0302392684109071,0.0353747040919994,0.0369415539662756,0.016040319919659,0.0152296727477957,0.0228624897242439,0.0167604329623353,0.00439467568484936,0.0145871148423078,0.00438324060612297
"26","EBI20_TS_11_S45_maxbin.069",0.00676218730638085,0.00456565627999389,0.00324816792841385,0.00530031140016554,0.00387703921786475,0.0049340723739961,0.00665366972050856,0.00826447519175252,0.00785376699268817,0.00564234939419851,0.0114471052730674,0.00621470736696113,0.00807101506892249,0.00590530828970303,0.0046589779756254,0.00692202055552451,0.00627876933096227,0.00288274750166508,0.0049528232031321,0.00261739728104928
"27","EBI20_TS_11_S45_metabat2.49",0.00848141231353866,0.0105788797080668,0.0111377404409247,0.00868132219729818,0.0147488998448814,0.0110953069972814,0.0252483576620468,0.0202776397028193,0.0269515103276739,0.0261842554553599,0.0288332855992112,0.0235544887531339,0.020808442060665,0.0184036009314491,0.0135217837675935,0.0215934284376784,0.0149015013453672,0.0046572734021152,0.0137582405638788,0.00472463145640208
"28","EBI20_TS_13_S46_maxbin.002",0.0221590502946265,0.0170915435009497,0.0241924603929314,0.0176827950589273,0.023694690641142,0.0271369700204852,0.0468725228356797,0.0513074334909145,0.0570159384074624,0.0508359035722241,0.0528707352607197,0.0492763974599141,0.051467970781228,0.0328950832685066,0.0333713402274149,0.0403715299193333,0.0300963741027934,0.0529987195421243,0.0242957571493292,0.0335885910529033
"29","EBI20_TS_13_S46_maxbin.016",0.016939534444655,0.00959937963806604,0.00492198708850337,0.0093057844967353,0.00467438870885143,0.00632311741250782,0.00910249104427366,0.0150050747118118,0.013947009180987,0.00989850524816675,0.0160014315616902,0.0183137898649422,0.0303433249051964,0.0136090639915088,0.00841322005764698,0.0186198065954708,0.0163478760823948,0.00497926314976964,0.0128226841087765,0.00444389117100704
"30","EBI20_TS_13_S46_maxbin.136",0.00295009159549206,0.00325343075853253,0.00330875183728247,0.00329664634990532,0.00392360932836136,0.00424555787144186,0.00334196916875489,0.00339829125294215,0.00319752795506636,0.00315672431334229,0.00338666274730998,0.00677466591724346,0.00546597147307164,0.00551044248187927,0.00455195943603828,0.00410944282023797,0.00563402240537647,0.00326623084262898,0.00499046069963083,0.00343867750061057
"31","EBI20_TS_13_S46_maxbin.171",0.00155215841233834,0.00095055073432609,0.00072318163220698,0.00122163989275624,0.00051711548439589,0,0.00091779098050889,0.00156594940889122,0.00162913909830536,0.00140182906605,0.00218345770652307,0.00504366223775074,0.0074370371601049,0.00235615229980171,0.00134449169524919,0.00425577731375337,0.00312499469786898,0.00163029817443591,0.00279014140791014,0.00152560257765043
