"","...1","EOI15_S_2019.08.21","EOI15_S_2019.09.13","EOI15_S_2019.10.23","EOI15_S_2019.11.08","EOI15_S_2019.11.28","EOI15_S_2020.01.20","EOI15_S_2020.02.07","EOI15_S_2020.03.26","EOI15_S_2020.04.23","EOI15_S_2020.05.15","EOI15_S_2020.06.09","EOI15_S_2020.07.02","EOI15_S_2020.07.15","EOI15_S_2020.07.28","EOI15_S_2020.08.14","EOI15_S_2020.09.01","EOI15_S_2020.09.23","EOI15_S_2020.10.09","EOI15_S_2020.10.22","EOI15_S_2020.11.05","EOI15_S_2020.12.02"
"82","ED05_S_Wi19_S51_maxbin.046",0.0015752917505178,0.00141769551424356,0.00153043346173264,0.00125739150748476,0.00148557481601945,0.00135508691112581,0.0015557029859308,0.00119283094703978,0.00107221147455923,0.00191635630038634,0.0012264170321875,0.00161327342977636,0.00120466049350641,0.00168029083619203,0.0017198065896985,0.00146794423646524,0.00128125069161546,0.00150387387630554,0.00145799753695111,0.0013535737474897,0.00142707042287438
"83","ED05_S_Wi19_S51_maxbin.071",0.00282798716450054,0.00249646714693164,0.00234005708714936,0.00229551616744585,0.00310730861484602,0.00266279684333172,0.00240449652837851,0.00196685961890945,0.0017213355938578,0.00345983610671442,0.00178542248023149,0.00249993026209125,0.00213616026290843,0.00252756607033245,0.00267881478158226,0.00238675539342457,0.00207049898359568,0.00226789445891327,0.00235338398452495,0.00226875413748161,0.00261314594179396
"84","ED05_S_Wi19_S51_maxbin.079",0.00127694816439091,0.00122019646888619,0.0017741767937703,0.0012579902485041,0.00115626167095106,0.0008726861316742,0.00169166711919756,0.00117145998428249,0.00114644069945626,0.00150605738284723,0.00140184319812038,0.00172538602196372,0.0009240220720864,0.00166543630627278,0.00147128196878963,0.00117976847650238,0.00109234598344699,0.00141722428419859,0.00122863849397872,0.0010678944579775,0.00090773551323762
"85","ED05_S_Wi19_S51_maxbin.091",0.00100902992071492,0.00094220929012754,0.00164038206314703,0.00110123597069365,0.00094889064157186,0.00059730637986264,0.00146314162973831,0.00100370975778134,0.00093799706551371,0.00124041876816545,0.00119990854915171,0.00151294014619204,0.00069158360889084,0.0014271099758952,0.0011906873785045,0.00092944409825442,0.00083597912443487,0.00112968001514274,0.00092851836099649,0.00079924094567004,0.00063915261575011
"86","ED05_S_Wi19_S51_maxbin.100",0.00101619472567356,0.00098368290557834,0.0023278494195063,0.00141251648527234,0.0010119202628409,0.00045141842441856,0.0019227264245848,0.00115306549168683,0.00115931618714404,0.00136657235011098,0.00160554649420105,0.001912419286905,0.00057500606107836,0.00171579314432383,0.00122610713927579,0.00086727853931543,0.00080263373983277,0.00118460304438335,0.00088639602587267,0.00069125063898157,0
"87","ED05_S_Wi19_S51_maxbin.113",0.0023521104749596,0.00206298964119992,0.00181644748755218,0.00169908112458949,0.00186693541681742,0.00246317944733136,0.00203936697113059,0.00187057598959248,0.0018474090215114,0.00226308806054717,0.0019258259091924,0.00221637802071177,0.00243463639101238,0.00227791876533432,0.00212747706614979,0.00222112671645302,0.00218751710458263,0.00220061166457857,0.00229392327216515,0.0024508148146032,0.00285755810999346
"88","ED05_S_Wi19_S51_maxbin.143",0.0010232327288748,0.00099068583896868,0.00250759451796807,0.00147366507773665,0.00102036076725802,0.00041329439228891,0.0020469274005552,0.00122285900158129,0.00125523401019208,0.00143166935437953,0.00175385916699425,0.00205077842218526,0.00054588650858865,0.00181036232975337,0.0012398857867504,0.00086315557101069,0.00079630612723014,0.00121381796823194,0.00088335997962115,0.00066517941086319,0
"89","ED05_S_Wi19_S51_maxbin.249",0.00164169435862479,0.0015147663468995,0.00179648797322984,0.0014502096460858,0.0016296082465502,0.00132344665052853,0.00176160471506455,0.00130457639058183,0.00122539108512608,0.00195209367905762,0.00139149953265852,0.00182015861787969,0.00118633599095826,0.00178541318756736,0.00169880479761046,0.00143227758079424,0.00128325738662837,0.00156880253353733,0.00147775283551467,0.00131181109185799,0.00133268932741057
"90","ED05_S_Wi19_S51_maxbin.386",0.00097545700034508,0.00090275476503141,0.00141339294937111,0.00096649435618994,0.00089456444264259,0.00061387092366752,0.00126795068437674,0.00086029040427812,0.00082886699263534,0.00116107419108767,0.00103795449255976,0.00130401868418842,0.00063669621424354,0.00122870329590262,0.00107392656410605,0.00084604519054212,0.00077311711223044,0.00100691867846637,0.00086570903803114,0.00074867033722029,0.00062353022965471
"91","ED05_S_Wi19_S51_metabat2.140",0.00130844460364628,0.0013350247167665,0.00184043694288694,0.00145862211071152,0.00128302058283333,0.0008670886251803,0.00179673645873146,0.00145133710123292,0.00124686409241793,0.00165864776742898,0.00146581065633211,0.00185865023878751,0.00096924462043478,0.0017696270338642,0.0015056669584917,0.00120954687604687,0.00104978315904333,0.00143436409153778,0.00118514309954779,0.00106286924859125,0.00095034028669991
