KO;catA_KO;catA_name;catB_KO;catB_name;catC_KO;catC_name;catD_KO;catD_name;catD_shortname;catD_EC
K12292;09180;Brite Hierarchies;09181;Protein families: metabolism;01002;Peptidases and inhibitors;K12292;ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein;comA;EC:3.4.22.-
K12292;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K12292;ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein;comA;EC:3.4.22.-
K12300;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;02000;Transporters;K12300;MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 1/2/3/4;SLC17A1S;
K12321;09100;Metabolism;09104;Nucleotide metabolism;00230;Purine metabolism;K12321;guanylate cyclase 2D/E;GUCY2D_E;EC:4.6.1.2
K12321;09180;Brite Hierarchies;09181;Protein families: metabolism;01001;Protein kinases;K12321;guanylate cyclase 2D/E;GUCY2D_E;EC:4.6.1.2
K12326;09130;Environmental Information Processing;09132;Signal transduction;04010;MAPK signaling pathway;K12326;Ras-specific guanine nucleotide-releasing factor 2;RASGRF2;
K12326;09130;Environmental Information Processing;09132;Signal transduction;04014;Ras signaling pathway;K12326;Ras-specific guanine nucleotide-releasing factor 2;RASGRF2;
K12331;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12331;Rho guanine nucleotide exchange factor 11;ARHGEF11;
K12352;09100;Metabolism;09103;Lipid metabolism;00600;Sphingolipid metabolism;K12352;sphingomyelin phosphodiesterase 3;SMPD3;EC:3.1.4.12
K12353;09100;Metabolism;09103;Lipid metabolism;00600;Sphingolipid metabolism;K12353;sphingomyelin phosphodiesterase 4;SMPD4;EC:3.1.4.12
K12361;09130;Environmental Information Processing;09132;Signal transduction;04010;MAPK signaling pathway;K12361;RAS guanyl-releasing protein 2;RASGRP2;
K12361;09130;Environmental Information Processing;09132;Signal transduction;04014;Ras signaling pathway;K12361;RAS guanyl-releasing protein 2;RASGRP2;
K12361;09130;Environmental Information Processing;09132;Signal transduction;04015;Rap1 signaling pathway;K12361;RAS guanyl-releasing protein 2;RASGRP2;
K12361;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04990;Domain-containing proteins not elsewhere classified;K12361;RAS guanyl-releasing protein 2;RASGRP2;
K12367;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12367;dedicator of cytokinesis protein 2;DOCK2;
K12378;09130;Environmental Information Processing;09132;Signal transduction;04013;MAPK signaling pathway - fly;K12378;tyrosine-protein kinase receptor torso;TOR;EC:2.7.10.1
K12382;09100;Metabolism;09103;Lipid metabolism;00600;Sphingolipid metabolism;K12382;saposin;PSAP, SGP1;
K12382;09140;Cellular Processes;09141;Transport and catabolism;04142;Lysosome;K12382;saposin;PSAP, SGP1;
K12382;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K12382;saposin;PSAP, SGP1;
K12384;09140;Cellular Processes;09141;Transport and catabolism;04142;Lysosome;K12384;lysosome membrane protein 2;SCARB2, LIMP2, CD36L2;
K12394;09140;Cellular Processes;09141;Transport and catabolism;04142;Lysosome;K12394;AP-1 complex subunit sigma 1/2;AP1S1_2;
K12394;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12394;AP-1 complex subunit sigma 1/2;AP1S1_2;
K12399;09140;Cellular Processes;09141;Transport and catabolism;04142;Lysosome;K12399;AP-3 complex subunit sigma;AP3S;
K12399;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12399;AP-3 complex subunit sigma;AP3S;
K12404;09140;Cellular Processes;09141;Transport and catabolism;04142;Lysosome;K12404;ADP-ribosylation factor-binding protein GGA;GGA;
K12404;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12404;ADP-ribosylation factor-binding protein GGA;GGA;
K12456;09120;Genetic Information Processing;09123;Folding, sorting and degradation;04120;Ubiquitin mediated proteolysis;K12456;anaphase-promoting complex subunit 13;APC13, ANAPC13;
K12456;09140;Cellular Processes;09143;Cell growth and death;04110;Cell cycle;K12456;anaphase-promoting complex subunit 13;APC13, ANAPC13;
K12456;09140;Cellular Processes;09143;Cell growth and death;04114;Oocyte meiosis;K12456;anaphase-promoting complex subunit 13;APC13, ANAPC13;
K12456;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04121;Ubiquitin system;K12456;anaphase-promoting complex subunit 13;APC13, ANAPC13;
K12456;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03036;Chromosome and associated proteins;K12456;anaphase-promoting complex subunit 13;APC13, ANAPC13;
K12462;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K12462;Rho GDP-dissociation inhibitor;ARHGDI, RHOGDI;
K12463;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03000;Transcription factors;K12463;PR domain zinc finger protein 4;PRDM4;EC:2.1.1.-
K12470;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12470;SH3 domain-containing kinase-binding protein 1;SH3KBP1, CIN85;
K12470;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12470;SH3 domain-containing kinase-binding protein 1;SH3KBP1, CIN85;
K12471;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12471;epsin;EPN;
K12471;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12471;epsin;EPN;
K12475;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12475;disabled homolog 2;DAB2;
K12475;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12475;disabled homolog 2;DAB2;
K12477;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12477;EH domain-containing protein 4;EHD4;
K12477;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12477;EH domain-containing protein 4;EHD4;
K12477;09180;Brite Hierarchies;09183;Protein families: signaling and cellular processes;04147;Exosome;K12477;EH domain-containing protein 4;EHD4;
K12478;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12478;early endosome antigen 1;EEA1;
K12478;09140;Cellular Processes;09141;Transport and catabolism;04145;Phagosome;K12478;early endosome antigen 1;EEA1;
K12478;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12478;early endosome antigen 1;EEA1;
K12480;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12480;Rab GTPase-binding effector protein 1;RABEP1;
K12480;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12480;Rab GTPase-binding effector protein 1;RABEP1;
K12481;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12481;rabenosyn-5;RBSN, ZFYVE20;
K12481;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12481;rabenosyn-5;RBSN, ZFYVE20;
K12482;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12482;RUN and FYVE domain-containing protein 1/2;RUFY1_2, RABIP4;
K12482;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12482;RUN and FYVE domain-containing protein 1/2;RUFY1_2, RABIP4;
K12484;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12484;Rab11 family-interacting protein 1/2/5;RAB11FIP1_2_5;
K12484;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12484;Rab11 family-interacting protein 1/2/5;RAB11FIP1_2_5;
K12485;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12485;Rab11 family-interacting protein 3/4;RAB11FIP3_4;
K12485;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12485;Rab11 family-interacting protein 3/4;RAB11FIP3_4;
K12494;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12494;PH and SEC7 domain-containing protein;PSD;
K12494;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12494;PH and SEC7 domain-containing protein;PSD;
K12495;09140;Cellular Processes;09141;Transport and catabolism;04144;Endocytosis;K12495;IQ motif and SEC7 domain-containing protein;IQSEC;
K12495;09180;Brite Hierarchies;09182;Protein families: genetic information processing;04131;Membrane trafficking;K12495;IQ motif and SEC7 domain-containing protein;IQSEC;
K12505;09100;Metabolism;09109;Metabolism of terpenoids and polyketides;00900;Terpenoid backbone biosynthesis;K12505;decaprenyl-diphosphate synthase subunit 2;PDSS2;EC:2.5.1.91
K12505;09180;Brite Hierarchies;09181;Protein families: metabolism;01006;Prenyltransferases;K12505;decaprenyl-diphosphate synthase subunit 2;PDSS2;EC:2.5.1.91
K12586;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12586;exosome complex component RRP43;RRP43, EXOSC8, OIP2;
K12586;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12586;exosome complex component RRP43;RRP43, EXOSC8, OIP2;
K12590;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12590;exosome complex component RRP46;RRP46, EXOSC5;
K12590;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12590;exosome complex component RRP46;RRP46, EXOSC5;
K12593;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12593;M-phase phosphoprotein 6, animal type;MPHOSPH6, MPP6;
K12593;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12593;M-phase phosphoprotein 6, animal type;MPHOSPH6, MPP6;
K12605;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12605;CCR4-NOT transcription complex subunit 2;CNOT2, NOT2;
K12605;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12605;CCR4-NOT transcription complex subunit 2;CNOT2, NOT2;
K12606;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12606;CCR4-NOT transcription complex subunit 9;RCD1, CNOT9, CAF40;
K12606;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12606;CCR4-NOT transcription complex subunit 9;RCD1, CNOT9, CAF40;
K12615;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12615;enhancer of mRNA-decapping protein 3;EDC3;
K12615;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12615;enhancer of mRNA-decapping protein 3;EDC3;
K12617;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12617;DNA topoisomerase 2-associated protein PAT1;PATL1, PAT1;
K12617;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12617;DNA topoisomerase 2-associated protein PAT1;PATL1, PAT1;
K12620;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12620;U6 snRNA-associated Sm-like protein LSm1;LSM1;
K12620;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12620;U6 snRNA-associated Sm-like protein LSm1;LSM1;
K12622;09120;Genetic Information Processing;09121;Transcription;03040;Spliceosome;K12622;U6 snRNA-associated Sm-like protein LSm3;LSM3;
K12622;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12622;U6 snRNA-associated Sm-like protein LSm3;LSM3;
K12622;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12622;U6 snRNA-associated Sm-like protein LSm3;LSM3;
K12622;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03041;Spliceosome;K12622;U6 snRNA-associated Sm-like protein LSm3;LSM3;
K12627;09120;Genetic Information Processing;09121;Transcription;03040;Spliceosome;K12627;U6 snRNA-associated Sm-like protein LSm8;LSM8;
K12627;09120;Genetic Information Processing;09123;Folding, sorting and degradation;03018;RNA degradation;K12627;U6 snRNA-associated Sm-like protein LSm8;LSM8;
K12627;09180;Brite Hierarchies;09182;Protein families: genetic information processing;03019;Messenger RNA biogenesis;K12627;U6 snRNA-associated Sm-like protein LSm8;LSM8;
